,EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
1665,5196,34.0,Travel_Rarely,1397.0,Research & Development,1.0,5.0,Life Sciences,1.0,2.0,Male,42.0,3.0,1.0,Research Scientist,4.0,Married,2691.0,7660.0,1.0,Y,No,12.0,3.0,4.0,80.0,1.0,10.0,4.0,2.0,10.0,9.0,7997.0,8.0,Yes
1669,5200,9195.0,Travel_Frequently,944.0,Sales,1.0,3.0,Marketing,1.0,3.0,Female,92.0,3.0,3.0,Sales Executive,3.0,Single,8789.0,9096.0,1.0,Y,No,14.0,3.0,1.0,80.0,0.0,10.0,3.0,4.0,10.0,7.0,0.0,8.0,Yes
1670,5201,9195.0,Travel_Frequently,944.0,Sales,1.0,3.0,Marketing,1.0,3.0,Female,92.0,3.0,3.0,Sales Executive,3.0,Single,8789.0,9096.0,1.0,Y,No,14.0,3.0,1.0,80.0,0.0,10.0,3.0,4.0,10.0,7.0,0.0,8.0,Yes
1672,5203,37.0,Non-Travel,1040.0,Research & Development,2.0,2.0,Life Sciences,1.0,3.0,Male,100.0,2.0,2.0,Healthcare Representative,4.0,Divorced,5163.0,15850.0,5.0,Y,No,14.0,3.0,4.0,80.0,1.0,17.0,2.0,4.0,1.0,0.0,0.0,0.0,No
1676,5207,45.0,Travel_Rarely,1329.0,Research & Development,2.0,2.0,Other,1.0,4.0,Female,59.0,2.0,2.0,Manufacturing Director,4.0,Divorced,5770.0,5388.0,1.0,Y,No,19.0,3.0,1.0,80.0,2.0,10.0,3.0,3.0,10.0,2975.0,3.0,9.0,Yes
1681,5212,46.0,Travel_Rarely,1125.0,Sales,10.0,3.0,Marketing,1.0,3.0,Female,94.0,2.0,3.0,Sales Executive,4.0,Married,9071.0,11563.0,2.0,Y,Yes,19.0,3.0,3.0,80.0,1.0,4740.0,3.0,3.0,3.0,2.0,1.0,2.0,Yes
1684,5215,29.0,Travel_Frequently,442.0,Sales,2.0,2.0,Life Sciences,1.0,2.0,Male,44.0,3.0,2.0,Sales Executive,4.0,Single,4554.0,20260.0,1.0,Y,No,18.0,3.0,1.0,80.0,0.0,3625.0,3.0,2.0,10.0,7.0,0.0,9.0,Yes
1688,5219,30.0,Travel_Rarely,438.0,Research & Development,18.0,3.0,Life Sciences,1.0,1.0,Female,75.0,3.0,1.0,Research Scientist,3.0,Single,2632.0,23910.0,1.0,Y,No,14.0,3.0,3.0,80.0,0.0,5.0,4.0,2.0,5.0,4.0,6773.0,4.0,Yes
1689,5220,30.0,Travel_Rarely,438.0,Research & Development,18.0,3.0,Life Sciences,1.0,1.0,Female,75.0,3.0,1.0,Research Scientist,3.0,Single,2632.0,23910.0,1.0,Y,No,14.0,3.0,3.0,80.0,0.0,5.0,4.0,2.0,5.0,4.0,6773.0,4.0,Yes
1691,5222,1136.0,Travel_Rarely,147.0,Research & Development,4.0,4.0,Medical,1.0,3.0,Female,47.0,2.0,1.0,Research Scientist,2.0,Married,2622.0,13248.0,6.0,Y,No,21.0,4.0,4.0,80.0,0.0,7.0,3.0,3.0,3.0,2.0,1.0,1.0,Yes
1695,5226,24.0,Travel_Rarely,240.0,Human Resources,22.0,1.0,Human Resources,1.0,4.0,Male,58.0,1.0,1.0,Human Resources,3.0,Married,1555.0,11585.0,1.0,Y,No,11.0,3.0,3.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,5987.0,Yes
1699,5230,27.0,Travel_Rarely,486.0,Research & Development,8.0,3.0,Medical,1.0,2.0,Female,86.0,4.0,1.0,Research Scientist,3.0,Married,3517.0,22490.0,7.0,Y,No,17.0,3.0,1.0,80.0,0.0,5.0,0.0,3.0,3.0,2.0,0.0,2.0,Yes
1700,5231,27.0,Travel_Rarely,486.0,Research & Development,8.0,3.0,Medical,1.0,2.0,Female,86.0,4.0,1.0,Research Scientist,3.0,Married,3517.0,22490.0,7.0,Y,No,17.0,3.0,1.0,80.0,0.0,5.0,0.0,3.0,3.0,2.0,0.0,2.0,Yes
1702,5233,32.0,Non-Travel,1146.0,Research & Development,15.0,4.0,Medical,1.0,3.0,Female,34.0,3.0,2.0,Healthcare Representative,4.0,Divorced,6667.0,16542.0,5.0,Y,No,18.0,3.0,2.0,80.0,1.0,9.0,6.0,3.0,5.0,1.0,1.0,2.0,Yes
1703,5234,32.0,Non-Travel,1146.0,Research & Development,15.0,4.0,Medical,1.0,3.0,Female,34.0,3.0,2.0,Healthcare Representative,4.0,Divorced,6667.0,16542.0,5.0,Y,No,18.0,3.0,2.0,80.0,1.0,9.0,6.0,3.0,5.0,1.0,1.0,2.0,Yes
1706,5237,46.0,Travel_Rarely,150.0,Research & Development,2.0,4.0,Technical Degree,1.0,4.0,Male,60.0,3.0,2.0,Manufacturing Director,4.0,Divorced,7379.0,17433.0,2.0,Y,No,11.0,3.0,3.0,80.0,1.0,12.0,3.0,2.0,4879.0,3.0,1.0,4.0,Yes
1709,5240,38.0,Travel_Rarely,1404.0,Sales,1.0,3.0,Life Sciences,1.0,1.0,Male,59.0,2.0,1.0,Sales Representative,1.0,Single,2858.0,11473.0,4.0,Y,No,14.0,3.0,1.0,80.0,0.0,20.0,3.0,2.0,1.0,2939.0,0.0,0.0,No
1712,5243,28.0,Travel_Rarely,1172.0,Sales,3.0,3.0,Medical,1.0,2.0,Female,78.0,3.0,1.0,Sales Representative,2.0,Married,2856.0,3692.0,1.0,Y,No,19.0,3.0,4.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,Yes
1713,5244,28.0,Travel_Rarely,1172.0,Sales,3.0,3.0,Medical,1.0,2.0,Female,78.0,3.0,1.0,Sales Representative,2.0,Married,2856.0,3692.0,1.0,Y,No,19.0,3.0,4.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,Yes
1714,5245,24.0,Travel_Rarely,771.0,Research & Development,1.0,2.0,Life Sciences,1.0,2.0,Male,45.0,2.0,2.0,Healthcare Representative,3.0,Single,4617.0,14120.0,1.0,Y,No,12.0,3.0,2.0,80.0,0.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,No
1718,5249,37.0,Travel_Rarely,1141.0,Research & Development,11.0,2.0,Medical,1.0,1.0,Female,61.0,1.0,2.0,Healthcare Representative,2.0,Married,4777.0,14382.0,5.0,Y,No,15.0,3.0,1.0,80.0,0.0,15.0,2.0,1.0,1.0,0.0,0.0,0.0,Yes
1721,5252,25.0,Travel_Rarely,891.0,Sales,992947.0,2.0,Life Sciences,1.0,2.0,Female,99.0,2.0,2.0,Sales Executive,4.0,Single,4487.0,12090.0,1.0,Y,Yes,11.0,3.0,2.0,80.0,0.0,5.0,3.0,3.0,5.0,4.0,1.0,3.0,No
1724,5255,36.0,Travel_Rarely,1425.0,Research & Development,14.0,1.0,Life Sciences,1.0,3.0,Male,68.0,3.0,2.0,Healthcare Representative,4.0,Married,6586.0,4821.0,0.0,Y,Yes,17.0,3.0,1.0,80.0,1.0,17.0,2.0,2.0,16.0,8.0,4.0,11.0,Yes
1730,5261,35.0,Non-Travel,1212.0,Sales,8.0,2.0,Marketing,1.0,3.0,Female,78.0,2.0,3.0,Sales Executive,4.0,Married,10377.0,13755.0,4.0,Y,Yes,11.0,3.0,2.0,80.0,1.0,16.0,6.0,2.0,13.0,2.0,4.0,12.0,No
1732,5263,35.0,Non-Travel,1212.0,Sales,8.0,2.0,Marketing,1.0,3.0,Female,78.0,2.0,3.0,Sales Executive,4.0,Married,10377.0,13755.0,4.0,Y,Yes,11.0,3.0,2.0,80.0,1.0,16.0,6.0,2.0,13.0,2.0,4.0,12.0,Yes
1735,5266,46.0,Travel_Frequently,638.0,Research & Development,1.0,3.0,Medical,1.0,3.0,Male,40.0,2.0,3.0,Healthcare Representative,1.0,Married,10673.0,3142.0,2.0,Y,Yes,13.0,3.0,3.0,80.0,1.0,21.0,5.0,2.0,9445.0,9.0,9.0,5.0,Yes
1736,5267,56.0,Travel_Rarely,1255.0,Research & Development,1.0,2.0,Life Sciences,1.0,1.0,Female,90.0,3.0,1.0,Research Scientist,1.0,Married,2066.0,10494.0,2.0,Y,No,22.0,4.0,4.0,80.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,0.0,No
1738,5269,56.0,Travel_Rarely,1255.0,Research & Development,1.0,2.0,Life Sciences,1.0,1.0,Female,90.0,3.0,1.0,Research Scientist,1.0,Married,2066.0,10494.0,2.0,Y,No,22.0,4.0,4.0,80.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,0.0,No
1740,5271,44.0,Travel_Rarely,1099.0,Sales,5.0,3.0,Marketing,1.0,2.0,Male,88.0,3.0,5.0,Manager,2.0,Married,18213.0,8751.0,7.0,Y,No,11.0,3.0,3.0,80.0,1.0,26.0,5.0,3.0,22.0,9.0,3.0,10.0,Yes
1741,5272,44.0,Travel_Rarely,1099.0,Sales,5.0,3.0,Marketing,1.0,2.0,Male,88.0,3.0,5.0,Manager,2.0,Married,18213.0,8751.0,7.0,Y,No,11.0,3.0,3.0,80.0,1.0,26.0,5.0,3.0,22.0,9.0,3.0,10.0,No
1743,5274,31.0,Travel_Rarely,1222.0,Research & Development,11.0,4.0,Life Sciences,1.0,4.0,Male,48.0,3.0,1.0,Research Scientist,4.0,Married,2356.0,14871.0,3.0,Y,Yes,19.0,3.0,2.0,80.0,1.0,8.0,2.0,3.0,6.0,4.0,0.0,2.0,No
1744,5275,31.0,Travel_Rarely,1222.0,Research & Development,11.0,4.0,Life Sciences,1.0,4.0,Male,48.0,3.0,1.0,Research Scientist,4.0,Married,2356.0,14871.0,3.0,Y,Yes,19.0,3.0,2.0,80.0,1.0,8.0,2.0,3.0,6.0,4.0,0.0,2.0,Yes
1745,5276,46.0,Non-Travel,1144.0,Research & Development,7.0,4.0,Medical,1.0,3.0,Female,30.0,3.0,2.0,Manufacturing Director,3.0,Married,5258.0,16044.0,2.0,Y,No,14.0,3.0,3.0,80.0,0.0,7.0,2.0,4.0,1.0,0.0,0.0,0.0,No
1746,5277,46.0,Non-Travel,1144.0,Research & Development,7.0,4.0,Medical,1.0,3.0,Female,30.0,3.0,2.0,Manufacturing Director,3.0,Married,5258.0,16044.0,2.0,Y,No,14.0,3.0,3.0,80.0,0.0,7.0,2.0,4.0,1.0,0.0,0.0,0.0,No
1750,5281,27.0,Travel_Rarely,199.0,Research & Development,253620.0,3.0,Life Sciences,1.0,4.0,Male,55.0,2.0,1.0,Research Scientist,3.0,Married,2539.0,7950.0,1.0,Y,No,13.0,3.0,3.0,80.0,1.0,4.0,0.0,3.0,4.0,2.0,2.0,2.0,No
1752,5283,39.0,Travel_Rarely,116.0,Research & Development,24.0,1.0,Life Sciences,1.0,1.0,Male,52.0,3.0,2.0,Research Scientist,4.0,Single,4108.0,5340.0,7.0,Y,No,13.0,3.0,1.0,80.0,0.0,18.0,2.0,3.0,7.0,7.0,1.0,1759.0,No
1755,5286,1541.0,Travel_Frequently,1296.0,Research & Development,6.0,3.0,Life Sciences,1.0,3.0,Male,30.0,3.0,2.0,Healthcare Representative,4.0,Divorced,7725.0,5335.0,3.0,Y,No,23.0,4.0,3.0,80.0,1.0,15.0,2.0,1.0,13.0,11.0,4.0,7.0,Yes
1756,5287,1541.0,Travel_Frequently,1296.0,Research & Development,6.0,3.0,Life Sciences,1.0,3.0,Male,30.0,3.0,2.0,Healthcare Representative,4.0,Divorced,7725.0,5335.0,3.0,Y,No,23.0,4.0,3.0,80.0,1.0,15.0,2.0,1.0,13.0,11.0,4.0,7.0,Yes
1759,5290,22.0,Travel_Rarely,1294.0,Research & Development,8.0,1.0,Medical,1.0,3.0,Female,79.0,3.0,1.0,Laboratory Technician,1.0,Married,2398.0,15999.0,1.0,Y,Yes,17.0,3.0,3.0,80.0,0.0,1.0,6.0,3.0,1.0,0.0,0.0,2736.0,Yes
1761,5292,20.0,Travel_Frequently,769.0,Sales,9.0,3.0,Marketing,1.0,4.0,Female,54.0,3.0,1.0,Sales Representative,4.0,Single,2323.0,17205.0,1.0,Y,Yes,14.0,3.0,2.0,80.0,0.0,2.0,3.0,3.0,2265.0,2.0,0.0,2.0,Yes
1762,5293,32.0,Travel_Rarely,548.0,Research & Development,1.0,3.0,Life Sciences,1.0,2.0,Male,66.0,3.0,2.0,Research Scientist,2.0,Married,6220.0,7346.0,1.0,Y,No,17.0,3.0,2.0,80.0,2.0,10.0,3.0,3.0,10.0,4.0,0.0,9.0,No
1768,5299,34.0,Travel_Rarely,167.0,Research & Development,8.0,5.0,Life Sciences,1.0,2.0,Female,32.0,3.0,2.0,Manufacturing Director,1.0,Divorced,5121.0,4187.0,3.0,Y,No,14.0,3.0,3.0,80.0,1.0,7.0,3.0,3.0,0.0,9459.0,0.0,0.0,Yes
1769,5300,34.0,Travel_Rarely,167.0,Research & Development,8.0,5.0,Life Sciences,1.0,2.0,Female,32.0,3.0,2.0,Manufacturing Director,1.0,Divorced,5121.0,4187.0,3.0,Y,No,14.0,3.0,3.0,80.0,1.0,7.0,3.0,3.0,0.0,9459.0,0.0,0.0,Yes
1771,5302,36.0,Travel_Rarely,1174.0,Sales,3.0,4.0,Marketing,1.0,1.0,Female,99.0,3.0,2.0,Sales Executive,2.0,Single,9278.0,20763.0,3.0,Y,Yes,16.0,3.0,4.0,80.0,0.0,15.0,3.0,3.0,5.0,4.0,0.0,2181.0,Yes
1773,5304,28.0,Travel_Rarely,304.0,Sales,9.0,4.0,Life Sciences,1.0,2.0,Male,92.0,3.0,2.0,Sales Executive,4.0,Single,5253.0,20750.0,1.0,Y,No,16.0,3.0,4.0,80.0,0.0,7.0,1.0,3.0,7.0,9420.0,0.0,7.0,Yes
1775,5306,44.0,Travel_Rarely,477.0,Research & Development,7.0,4.0,Medical,1.0,1.0,Female,42.0,2.0,3.0,Healthcare Representative,4.0,Married,10248.0,2094.0,3.0,Y,No,14.0,3.0,4.0,80.0,1.0,24.0,4.0,3.0,22.0,6.0,5.0,17.0,No
1776,5307,44.0,Travel_Rarely,477.0,Research & Development,7.0,4.0,Medical,1.0,1.0,Female,42.0,2.0,3.0,Healthcare Representative,4.0,Married,10248.0,2094.0,3.0,Y,No,14.0,3.0,4.0,80.0,1.0,24.0,4.0,3.0,22.0,6.0,5.0,17.0,No
1778,5309,36.0,Travel_Frequently,607.0,Sales,7.0,3.0,Marketing,1.0,1.0,Female,83.0,4.0,2.0,Sales Executive,1.0,Married,4639.0,2261.0,2.0,Y,No,16.0,3.0,4.0,80.0,1.0,17.0,2.0,2.0,15.0,7.0,6.0,13.0,Yes
1779,5310,36.0,Travel_Frequently,607.0,Sales,7.0,3.0,Marketing,1.0,1.0,Female,83.0,4.0,2.0,Sales Executive,1.0,Married,4639.0,2261.0,2.0,Y,No,16.0,3.0,4.0,80.0,1.0,17.0,2.0,2.0,15.0,7.0,6.0,13.0,Yes
1782,5313,27.0,Non-Travel,1277.0,Research & Development,8.0,5.0,Life Sciences,1.0,1.0,Male,87.0,1.0,1.0,Laboratory Technician,3.0,Married,4621.0,5869.0,1.0,Y,No,19.0,3.0,4.0,80.0,3.0,3.0,4.0,3.0,3.0,2.0,1973.0,2.0,No
1786,5317,32.0,Travel_Frequently,967.0,Sales,8.0,3.0,Marketing,1.0,2.0,Female,43.0,3.0,3.0,Sales Executive,4.0,Single,8998.0,15589.0,1.0,Y,No,14.0,3.0,4.0,80.0,0.0,9.0,2.0,3.0,9.0,8.0,3.0,7.0,No
1790,5321,45.0,Travel_Rarely,1015.0,Research & Development,886117.0,5.0,Medical,1.0,3.0,Female,50.0,1.0,2.0,Laboratory Technician,1.0,Single,5769.0,23447.0,1.0,Y,Yes,14.0,3.0,1.0,80.0,0.0,10.0,3.0,3.0,10.0,7.0,1.0,4.0,No
1792,5323,4322.0,Travel_Rarely,618.0,Research & Development,4.0,3.0,Life Sciences,1.0,2.0,Female,76.0,3.0,1.0,Research Scientist,3.0,Single,2318.0,17808.0,1.0,Y,No,19.0,3.0,3.0,80.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,Yes
1793,5324,4322.0,Travel_Rarely,618.0,Research & Development,4.0,3.0,Life Sciences,1.0,2.0,Female,76.0,3.0,1.0,Research Scientist,3.0,Single,2318.0,17808.0,1.0,Y,No,19.0,3.0,3.0,80.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,Yes
1796,5327,27.0,Travel_Frequently,994.0,Sales,8.0,3.0,Life Sciences,1.0,4.0,Male,37.0,3.0,3.0,Sales Executive,3.0,Single,8726.0,2975.0,1.0,Y,No,15.0,3.0,4.0,80.0,0.0,9.0,0.0,3.0,9.0,8.0,5738.0,7.0,Yes
1798,5329,55.0,Travel_Rarely,1311.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Female,97.0,3.0,4.0,Manager,4.0,Single,16659.0,23258.0,2.0,Y,Yes,13.0,3.0,3.0,80.0,0.0,30.0,2.0,3.0,5.0,8200.0,1.0,2.0,No
1803,5334,27.0,Travel_Rarely,1055.0,Research & Development,2.0,4.0,Life Sciences,1.0,1.0,Female,47.0,3.0,2.0,Manufacturing Director,4.0,Married,4227.0,4658.0,0.0,Y,No,18.0,3.0,2.0,80.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,No
1804,5335,27.0,Travel_Rarely,1055.0,Research & Development,2.0,4.0,Life Sciences,1.0,1.0,Female,47.0,3.0,2.0,Manufacturing Director,4.0,Married,4227.0,4658.0,0.0,Y,No,18.0,3.0,2.0,80.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,No
1807,5338,38.0,Travel_Rarely,330.0,Research & Development,17.0,1.0,Life Sciences,1.0,3.0,Female,65.0,2.0,3.0,Healthcare Representative,3.0,Married,8823.0,24608.0,0.0,Y,No,18.0,3.0,1.0,80.0,1.0,20.0,4.0,2.0,19.0,9.0,1.0,9.0,No
1809,5340,38.0,Travel_Rarely,330.0,Research & Development,17.0,1.0,Life Sciences,1.0,3.0,Female,65.0,2.0,3.0,Healthcare Representative,3.0,Married,8823.0,24608.0,0.0,Y,No,18.0,3.0,1.0,80.0,1.0,20.0,4.0,2.0,19.0,9.0,1.0,9.0,Yes
1812,5343,8388.0,Travel_Frequently,508.0,Sales,10.0,3.0,Marketing,1.0,2.0,Male,46.0,2.0,2.0,Sales Executive,4.0,Single,4682.0,4317.0,3.0,Y,No,14.0,3.0,3.0,80.0,0.0,9.0,6.0,2.0,7.0,7.0,0.0,1.0,Yes
1813,5344,27.0,Travel_Rarely,1157.0,Research & Development,17.0,3.0,Technical Degree,1.0,3.0,Male,51.0,3.0,1.0,Research Scientist,2.0,Married,3058.0,13364.0,0.0,Y,Yes,16.0,3.0,4.0,80.0,1.0,6.0,3.0,2.0,5.0,2.0,1.0,1.0,No
1816,5347,27.0,Travel_Frequently,1242.0,Sales,20.0,3.0,Life Sciences,1.0,4.0,Female,90.0,3.0,2.0,Sales Executive,3.0,Single,9981.0,12916.0,1.0,Y,No,14.0,3.0,4.0,80.0,0.0,7.0,2.0,3.0,7.0,7.0,0.0,7.0,No
1822,5353,35.0,Travel_Rarely,1349.0,Research & Development,7.0,2.0,Life Sciences,1.0,3.0,Male,63.0,2.0,1.0,Laboratory Technician,4.0,Married,2690.0,7713.0,1.0,Y,No,18.0,3.0,4.0,80.0,1.0,1.0,5.0,2.0,1.0,0.0,1094.0,1.0,Yes
1824,5355,37.0,Travel_Frequently,663.0,Research & Development,11.0,3.0,Other,1.0,2.0,Male,47.0,3.0,3.0,Research Director,4.0,Divorced,12185.0,10056.0,1.0,Y,Yes,14.0,3.0,3.0,80.0,3.0,10.0,1.0,3.0,10.0,2100.0,0.0,7.0,Yes
1828,5359,33.0,Travel_Frequently,1303.0,Research & Development,7.0,2.0,Life Sciences,1.0,4.0,Male,36.0,3.0,2.0,Healthcare Representative,3.0,Divorced,5968.0,18079.0,1.0,Y,No,20.0,4.0,3.0,80.0,3.0,9.0,2.0,3.0,5801.0,7.0,2.0,8.0,Yes
1831,5362,36.0,Travel_Rarely,506.0,Research & Development,3.0,3.0,Technical Degree,1.0,3.0,Male,30.0,3.0,2.0,Research Scientist,2.0,Single,4485.0,26285.0,4.0,Y,No,12.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,8.0,0.0,3771.0,7.0,Yes
1832,5363,53.0,Travel_Rarely,970.0,Research & Development,7.0,3.0,Life Sciences,1.0,3.0,Male,59.0,4.0,4.0,Research Director,3.0,Married,14814.0,13514.0,3.0,Y,No,19.0,3.0,3.0,80.0,0.0,32.0,3.0,3.0,5.0,1.0,1.0,3.0,No
1836,5367,48.0,Travel_Rarely,1221.0,Sales,7.0,3.0,Marketing,1.0,3.0,Male,96.0,3.0,2.0,Sales Executive,1.0,Divorced,5486.0,24795.0,4.0,Y,No,11.0,3.0,1.0,80.0,3.0,15.0,3.0,3.0,2.0,6364.0,2.0,2.0,Yes
1840,5371,33.0,Travel_Rarely,924.0,Research & Development,2.0,3.0,Medical,1.0,3.0,Male,78.0,3.0,1.0,Laboratory Technician,4.0,Single,2496.0,6670.0,4.0,Y,No,11.0,3.0,4.0,80.0,0.0,7.0,3.0,3.0,1.0,1.0,8890.0,0.0,Yes
1844,5375,2530.0,Travel_Rarely,1130.0,Sales,8.0,4.0,Marketing,1.0,2.0,Female,56.0,3.0,2.0,Sales Executive,2.0,Married,6214.0,3415.0,1.0,Y,No,18.0,3.0,1.0,80.0,1.0,8.0,3.0,3.0,8.0,7.0,0.0,7.0,Yes
1851,5382,27.0,Travel_Rarely,269.0,Research & Development,5.0,1.0,Technical Degree,1.0,3.0,Male,42.0,2.0,3.0,Research Director,4.0,Divorced,12808.0,8842.0,1.0,Y,Yes,16.0,3.0,2.0,80.0,1.0,9.0,3.0,3.0,9.0,8.0,0.0,3908.0,Yes
1853,5384,49.0,Travel_Rarely,301.0,Research & Development,22.0,4.0,Other,1.0,1.0,Female,72.0,3.0,4.0,Research Director,2.0,Married,16413.0,3498.0,3.0,Y,No,16.0,3.0,2.0,80.0,2.0,27.0,2.0,3.0,4.0,2.0,1.0,2.0,Yes
1854,5385,49.0,Travel_Rarely,301.0,Research & Development,22.0,4.0,Other,1.0,1.0,Female,72.0,3.0,4.0,Research Director,2.0,Married,16413.0,3498.0,3.0,Y,No,16.0,3.0,2.0,80.0,2.0,27.0,2.0,3.0,4.0,2.0,1.0,2.0,Yes
1855,5386,58.0,Travel_Rarely,848.0,Research & Development,23.0,4.0,Life Sciences,1.0,1.0,Male,88.0,3.0,1.0,Research Scientist,3.0,Divorced,2372.0,26076.0,1.0,Y,No,12.0,3.0,4.0,80.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,No
1857,5388,37.0,Travel_Rarely,370.0,Research & Development,10.0,4.0,Medical,1.0,4.0,Male,58.0,3.0,2.0,Manufacturing Director,1.0,Single,4213.0,4992.0,1.0,Y,No,15.0,3.0,2.0,80.0,0.0,10.0,4.0,1.0,10.0,3.0,0.0,1781.0,Yes
1859,5390,31.0,Travel_Rarely,1232.0,Research & Development,7.0,4.0,Medical,1.0,3.0,Female,39.0,3.0,3.0,Manufacturing Director,4.0,Single,7143.0,25713.0,1.0,Y,Yes,14.0,3.0,3.0,80.0,0.0,11.0,2.0,2.0,11.0,9.0,4.0,10.0,Yes
1860,5391,31.0,Travel_Rarely,1232.0,Research & Development,7.0,4.0,Medical,1.0,3.0,Female,39.0,3.0,3.0,Manufacturing Director,4.0,Single,7143.0,25713.0,1.0,Y,Yes,14.0,3.0,3.0,80.0,0.0,11.0,2.0,2.0,11.0,9.0,4.0,10.0,Yes
1863,5394,45.0,Travel_Rarely,1234.0,Sales,11.0,2.0,Life Sciences,1.0,4.0,Female,90.0,3.0,4.0,Manager,4.0,Married,17650.0,5404.0,3.0,Y,No,13.0,3.0,2.0,80.0,1.0,26.0,4.0,4.0,9.0,3.0,1.0,1.0,No
1865,5396,37.0,Travel_Rarely,228.0,Sales,6.0,4.0,Medical,1.0,3.0,Male,98.0,3.0,2.0,Sales Executive,4.0,Married,6502.0,22825.0,4.0,Y,No,14.0,3.0,2.0,80.0,1.0,7.0,5.0,4.0,5.0,4.0,0.0,1.0,Yes
1866,5397,37.0,Travel_Rarely,228.0,Sales,6.0,4.0,Medical,1.0,3.0,Male,98.0,3.0,2.0,Sales Executive,4.0,Married,6502.0,22825.0,4.0,Y,No,14.0,3.0,2.0,80.0,1.0,7.0,5.0,4.0,5.0,4.0,0.0,1.0,Yes
1867,5398,42.0,Travel_Frequently,481.0,Sales,12.0,3.0,Life Sciences,1.0,3.0,Male,44.0,3.0,4.0,Sales Executive,1.0,Single,13758.0,2447.0,0.0,Y,Yes,12.0,3.0,2.0,80.0,0.0,22.0,2.0,2.0,21.0,9.0,13.0,14.0,Yes
1869,5400,42.0,Travel_Frequently,481.0,Sales,12.0,3.0,Life Sciences,1.0,3.0,Male,44.0,3.0,4.0,Sales Executive,1.0,Single,13758.0,2447.0,0.0,Y,Yes,12.0,3.0,2.0,80.0,0.0,22.0,2.0,2.0,21.0,9.0,13.0,14.0,Yes
1870,5401,31.0,Travel_Frequently,754.0,Sales,26.0,4.0,Marketing,1.0,1.0,Male,63.0,3.0,2.0,Sales Executive,4.0,Married,5617.0,21075.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,0.0,10.0,4.0,3.0,10.0,7.0,0.0,8.0,Yes
1871,5402,31.0,Travel_Frequently,754.0,Sales,26.0,4.0,Marketing,1.0,1.0,Male,63.0,3.0,2.0,Sales Executive,4.0,Married,5617.0,21075.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,0.0,10.0,4.0,3.0,10.0,7.0,0.0,8.0,Yes
1873,5404,34.0,Non-Travel,1375.0,Sales,10.0,3.0,Life Sciences,1.0,4.0,Male,87.0,3.0,2.0,Sales Executive,3.0,Divorced,4001.0,12313.0,1.0,Y,Yes,14.0,3.0,3.0,80.0,1.0,15.0,3.0,3.0,15.0,14.0,0.0,7.0,Yes
1874,5405,34.0,Non-Travel,1375.0,Sales,10.0,3.0,Life Sciences,1.0,4.0,Male,87.0,3.0,2.0,Sales Executive,3.0,Divorced,4001.0,12313.0,1.0,Y,Yes,14.0,3.0,3.0,80.0,1.0,15.0,3.0,3.0,15.0,14.0,0.0,7.0,Yes
1875,5406,38.0,Travel_Rarely,201.0,Research & Development,10.0,3.0,Medical,1.0,2.0,Female,99.0,1.0,3.0,Research Director,3.0,Married,13206.0,3376.0,3.0,Y,No,12.0,3.0,1.0,80.0,1.0,20.0,3.0,3.0,18.0,16.0,1.0,11.0,No
1879,5410,30.0,Travel_Rarely,330.0,Human Resources,1.0,3.0,Life Sciences,1.0,3.0,Male,46.0,3.0,1.0,Human Resources,3.0,Divorced,2064.0,15428.0,0.0,Y,No,21.0,4.0,1.0,80.0,1.0,6.0,3.0,4.0,5.0,3.0,1.0,3.0,Yes
1881,5412,53.0,Travel_Rarely,1070.0,Research & Development,3.0,4.0,Medical,1.0,3.0,Male,45.0,3.0,4.0,Research Director,3.0,Married,17584.0,21016.0,3.0,Y,Yes,16.0,3.0,4.0,80.0,3.0,21.0,5.0,2.0,5.0,3.0,1.0,3.0,Yes
